"VALUE_TYPE","VALUE_CODE","VALUE_DESCRIPTION"
"TRIBAL_CODE","809","Apache Tribe of Oklahoma"
"TRIBAL_CODE","810","Kaw Nation, Oklahoma"
"TRIBAL_CODE","811","Otoe-Missouria Tribe of Indians, Oklahoma"
"TRIBAL_CODE","812","Pawnee Nation of Oklahoma"
"TRIBAL_CODE","813","Ponca Tribe of Indians of Oklahoma"
"TRIBAL_CODE","814","Tonkawa Tribe of Indians of Oklahoma"
"TRIBAL_CODE","816","Delaware Tribe of Indians, Oklahoma"
"TRIBAL_CODE","820","Absentee-Shawnee Tribe of Indians of Oklahoma"
"TRIBAL_CODE","821","Citizen Potawatomi Nation, Oklahoma"
"TRIBAL_CODE","822","Iowa Tribe of Oklahoma"
"TRIBAL_CODE","823","Kickapoo Tribe of Oklahoma"
"TRIBAL_CODE","824","Sac Nation, Oklahoma"
"TRIBAL_CODE","826","Kickapoo Traditional Tribe of Texas"
"TRIBAL_CODE","830","Alabama-Coushatta Tribes of Texas"
"TRIBAL_CODE","860","Iowa Tribe of Kansas and Nebraska"
"TRIBAL_CODE","861","Kickapoo Tribe of Indians of the Kickapoo Reservation in Kansas"
"TRIBAL_CODE","862","Prairie Band of Potawatomi Nation, Kansas"
"TRIBAL_CODE","863","Sac Nation of Missouri in Kansas and Nebraska"
"TRIBAL_CODE","901","Alabama-Quassarte Tribal Town, Oklahoma"
"TRIBAL_CODE","902","Kialegee Tribal Town, Oklahoma"
"TRIBAL_CODE","903","Thlopthlocco Tribal Town, Oklahoma"
"TRIBAL_CODE","904","United Keetoowah Band of Cherokee Indians in Oklahoma"
"TRIBAL_CODE","905","Cherokee Nation, Oklahoma"
"TRIBAL_CODE","906","Chickasaw Nation, Oklahoma"
"TRIBAL_CODE","907","Choctaw Nation of Oklahoma"
"TRIBAL_CODE","908","Muscogee Nation, Oklahoma"
"TRIBAL_CODE","909","Seminole Nation of Oklahoma"
"TRIBAL_CODE","911","Shawnee Tribe, Oklahoma"
"TRIBAL_CODE","920","Quapaw Tribe of Indians, Oklahoma"
"TRIBAL_CODE","921","Eastern Shawnee Tribe of Oklahoma"
"TRIBAL_CODE","922","Ottawa Tribe of Oklahoma"
"TRIBAL_CODE","923","Seneca-Cayuga Tribe of Oklahoma"
"TRIBAL_CODE","924","Wyandotte Tribe of Oklahoma"
"TRIBAL_CODE","925","Miami Tribe of Oklahoma"
"TRIBAL_CODE","926","Peoria Tribe of Indians of Oklahoma"
"TRIBAL_CODE","927","Modoc Tribe of Oklahoma"
"TRIBAL_CODE","930","Osage Tribe, Oklahoma"
"TRIBAL_CODE","970","Chitimacha Tribe of Louisiana"
"TRIBAL_CODE","971","Coushatta Tribe of Louisiana"
"TRIBAL_CODE","980","Mississippi Band of Choctaw Indians, Mississippi"
"TRIBAL_CODE","A01","Village of Afognak"
"TRIBAL_CODE","A02","Agdaagux Tribe of King Cove"
"TRIBAL_CODE","A03","Native Village of Akhiok"
"TRIBAL_CODE","A04","Native Village of Akutan"
"TRIBAL_CODE","A05","Native Village of Aleknagik"
"TRIBAL_CODE","A06","Native Village of Atka"
"TRIBAL_CODE","A07","Native Village of Belkofski"
"TRIBAL_CODE","A08","Native Village of Cantwell"
"TRIBAL_CODE","A09","Native Village of Chanega"
"TRIBAL_CODE","A10","Chickaloon Native Village"
"TRIBAL_CODE","A12","Chignik Lake Village"
"TRIBAL_CODE","F04","Anvik Village"
"TRIBAL_CODE","F05","Arctic Village"
"TRIBAL_CODE","F06","Atqasuk Village"
"TRIBAL_CODE","F07","Native Village of Barrow Inupiat Traditional Government"
"TRIBAL_CODE","F08","Beaver Village"
"TRIBAL_CODE","F11","Circle Native Community"
"TRIBAL_CODE","F12","Village of Dot Lake"
"TRIBAL_CODE","F13","Native Village of Eagle"
"TRIBAL_CODE","F14","Evansville Village"
"TRIBAL_CODE","F15","Native Village of Fort Yukon"
"TRIBAL_CODE","F16","Galena Village"
"TRIBAL_CODE","F17","Organized Village of Grayling"
"TRIBAL_CODE","F18","Healy Lake Village"
"TRIBAL_CODE","F19","Holy Cross Village"
"TRIBAL_CODE","F20","Hughes Village"
"TRIBAL_CODE","F21","Huslia Village"
"TRIBAL_CODE","F22","Inupiat Community of the Arctic Slope"
"TRIBAL_CODE","F23","Kaktovik Village"
"TRIBAL_CODE","F24","Village of Kaltag"
"TRIBAL_CODE","F25","Koyukuk Native Village"
"TRIBAL_CODE","F26","Manley Hot Springs Village"
"TRIBAL_CODE","F27","Mcgrath Native Village"
"TRIBAL_CODE","F28","Native Village of Minto"
"TRIBAL_CODE","F29","Native Village of Venetie Tribal Government"
"TRIBAL_CODE","F30","Nenana Native Association"
"TRIBAL_CODE","F31","Nikolai Village"
"TRIBAL_CODE","F32","Northway Village"
"TRIBAL_CODE","F33","Native Village of Nuiqsut"
"TRIBAL_CODE","F34","Nulato Village"
"TRIBAL_CODE","F35","Native Village of Point Hope"
"TRIBAL_CODE","F36","Native Village of Point Lay"
"TRIBAL_CODE","F37","Rampart Village"
"TRIBAL_CODE","F38","Native Village of Ruby"
"TRIBAL_CODE","F39","Shageluk Native Village"
"TRIBAL_CODE","F40","Native Village of Stevens"
"TRIBAL_CODE","F41","Takotna Village"
"TRIBAL_CODE","F42","Native Village of Tanacross"
"TRIBAL_CODE","F43","Native Village of Tanana"
"TRIBAL_CODE","F44","Telida Village"
"TRIBAL_CODE","F45","Native Village of Tetlin"
"TRIBAL_CODE","F46","Village of Venetie"
"TRIBAL_CODE","F47","Village of Wainwright"
"TRIBAL_CODE","N01","Native Village of Ambler"
"TRIBAL_CODE","N02","Native Village of Brevig Mission"
"TRIBAL_CODE","N03","Native Village of Buckland"
"TRIBAL_CODE","N04","Chinik Eskimo Community"
"TRIBAL_CODE","N05","Native Village of Council"
"TRIBAL_CODE","N06","Native Village of Deering"
"TRIBAL_CODE","N07","Native Village of Diomede"
"TRIBAL_CODE","N08","Native Village of Elim"
"TRIBAL_CODE","N09","Native Village of Gambell"
"TRIBAL_CODE","N10","Native Village of Kiana"
"TRIBAL_CODE","N11","King Island Native Community"
"TRIBAL_CODE","N12","Native Village of Kivalina"
"TRIBAL_CODE","N13","Native Village of Kobuk"
"TRIBAL_CODE","N14","Native Village of Kotzebue"
"TRIBAL_CODE","N15","Native Village of Koyuk"
"TRIBAL_CODE","N16","Native Village of Mary's Igloo"
"TRIBAL_CODE","N17","Native Village of Noatak"
"TRIBAL_CODE","N18","Nome Eskimo Community"
"TRIBAL_CODE","N19","Noorvik Native Community"
"TRIBAL_CODE","N20","Native Village of Saint Michael"
"TRIBAL_CODE","N21","Native Village of Savoonga"
"TRIBAL_CODE","N22","Native Village of Selawik"
"TRIBAL_CODE","N23","Native Village of Shaktoolik"
"TRIBAL_CODE","N24","Native Village of Shishmaref"
"TRIBAL_CODE","N25","Native Village of Shungnak"
"TRIBAL_CODE","N26","Village of Solomon"
"TRIBAL_CODE","N27","Stebbins Community Association"
"TRIBAL_CODE","N28","Native Village of Teller"
"TRIBAL_CODE","N29","Native Village of Unalakleet"
"TRIBAL_CODE","N30","Native Village of Wales"
"TRIBAL_CODE","N31","Native Village of White Mountain"
"TRIBAL_CODE","S01","Angoon Community Association"
"TRIBAL_CODE","S02","Central Council of the Tlingit Indian Tribes"
"TRIBAL_CODE","S03","Chilkat Indian Village"
"TRIBAL_CODE","S04","Chilkoot Indian Association"
"TRIBAL_CODE","S05","Craig Community Association"
"TRIBAL_CODE","S06","Douglas Indian Association"
"TRIBAL_CODE","S07","Hoonah Indian Association"
"TRIBAL_CODE","S08","Hydaburg Cooperative Association"
"TRIBAL_CODE","S09","Organized Village of Kake"
"TRIBAL_CODE","S10","Organized Village of Kasaan"
"TRIBAL_CODE","S11","Ketchikan Indian Corporation"
"TRIBAL_CODE","S12","Klawock Cooperative Association"
"TRIBAL_CODE","S13","Petersburg Indian Association"
"TRIBAL_CODE","S14","Organized Village of Saxman"
"TRIBAL_CODE","S15","Sitka Tribe of Alaska"
"TRIBAL_CODE","S16","Skagway Village"
"TRIBAL_CODE","S17","Wrangell Cooperative Association"
"TRIBAL_CODE","S18","Yakutat Tlingit Tribe"
"TRIBAL_CODE","F09","Birch Creek Tribe"
"TRIBAL_CODE","NULL","Unknown Tribe"
"TRIBAL_CODE","001","Eastern Band of Cherokee Indians of North Carolina"
"TRIBAL_CODE","006","Onondaga Nation of New York"
"TRIBAL_CODE","007","St. Regis Band of Mohawk Indians of New York"
"TRIBAL_CODE","008","Tonawanda Band of Seneca Indians of New York"
"TRIBAL_CODE","009","Tuscarora Nation of New York"
"TRIBAL_CODE","011","Oneida Nation of New York"
"TRIBAL_CODE","012","Seneca Nation of New York"
"TRIBAL_CODE","013","Cayuga Nation of New York"
"TRIBAL_CODE","014","Passamaquoddy Tribe of Maine"
"TRIBAL_CODE","018","Penobscot Tribe of Maine"
"TRIBAL_CODE","019","Houlton Band of Maliseet Indians of Maine"
"TRIBAL_CODE","F10","Chalkyitsik Village"
"TRIBAL_CODE","020","Mashantucket Pequot Tribe of Connecticut"
"TRIBAL_CODE","021","Seminole Tribe of Florida, Dania, Big Cypress,Brighton, Hollywood Reservations"
"TRIBAL_CODE","026","Miccosukee Tribe of Indians of Florida"
"TRIBAL_CODE","027","Narragansett Indian Tribe of Rhode Island"
"TRIBAL_CODE","028","Poarch Band of Creek Indians of Alabama"
"TRIBAL_CODE","030","Wampanoag Tribe of Gay Head of Massachusetts"
"TRIBAL_CODE","031","Aroostook Band of Micmac Indians of Maine"
"TRIBAL_CODE","032","Catawba Indian Nation"
"TRIBAL_CODE","033","Mohegan Indian Tribe of Connecticut"
"TRIBAL_CODE","034","Jena Band of Choctaw Indians, Louisiana"
"TRIBAL_CODE","101","Confederated Tribes of the Colville Reservation,Washington"
"TRIBAL_CODE","102","Spokane Tribe of the Spokane Reservation,Washington"
"TRIBAL_CODE","103","Kalispel Indian Community of the KalispelReservation, Washington"
"TRIBAL_CODE","105","Confederate Tribes of the Chehalis Reservation, Washington"
"TRIBAL_CODE","106","Hoh Indian Tribe of the Hoh Indian Reservation, Washington"
"TRIBAL_CODE","107","Lummi Tribe of the Lummi Reservation, Washington"
"TRIBAL_CODE","108","Makah Indian Tribe of the Makah Indian Reservation,Washington"
"TRIBAL_CODE","109","Muckleshoot Indian Tribe of the Muckleshoot Reservation, Washington"
"TRIBAL_CODE","110","Nisqually Indian Tribe of the Nisqually Reservation,Washington"
"TRIBAL_CODE","111","Nooksack Indian Tribe of Washington"
"TRIBAL_CODE","113","Port Gamble Indian Community of the Port Gamble Reservation, Washington"
"TRIBAL_CODE","114","Suquamish Indian Tribe of the Port Madison Reservation, Washington"
"TRIBAL_CODE","115","Puyallup Tribe of the Puyallup Reservation,Washington"
"TRIBAL_CODE","116","Quileute Tribe of the Quileute Reservation,Washington"
"TRIBAL_CODE","117","Quinault Tribe of the Quinault Reservation,Washington"
"TRIBAL_CODE","118","Shoalwater Bay Tribe of the Shoalwater Bay Indian Reservation, Washington"
"TRIBAL_CODE","119","Sauk-Suiattle Indian Tribe of Washington"
"TRIBAL_CODE","120","Skokomish Indian Tribe of the Skokomish Reservation, Washington"
"TRIBAL_CODE","121","Squaxin Island Tribe of the Squaxin Island Reservation, Washington"
"TRIBAL_CODE","A11","Native Village of Chignik Lagoon"
"TRIBAL_CODE","122","Swinomish Indians of the Swinomish Reservation, Washington"
"TRIBAL_CODE","123","Tulalip Tribes of the Tulalip Reservation, Washington"
"TRIBAL_CODE","124","Confederated Tribes and Bands of the Yakama Nation, Washington"
"TRIBAL_CODE","125","Lower Elwha Tribal Community of the Lower Elwha Reservation, Washington"
