SUBMISSIONYEARQUARTER,PWSID,VISIT_ID,VISIT_DATE,AGENCY_TYPE_CODE,VISIT_REASON_CODE,MANAGEMENT_OPS_EVAL_CODE,SOURCE_WATER_EVAL_CODE,SECURITY_EVAL_CODE,PUMPS_EVAL_CODE,OTHER_EVAL_CODE,COMPLIANCE_EVAL_CODE,DATA_VERIFICATION_EVAL_CODE,TREATMENT_EVAL_CODE,FINISHED_WATER_STOR_EVAL_CODE,DISTRIBUTION_EVAL_CODE,FINANCIAL_EVAL_CODE,VISIT_COMMENTS,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0550003,15,05/20/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/20/2009,06/18/2018
2025Q1,GA0550003,16,08/18/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0550003,17,09/28/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0550003,2,03/11/2003,ST,CNST,X,X,,X,X,X,X,X,X,X,,,11/15/2005,08/22/2006
2025Q1,GA0550003,21,09/14/2010,ST,SSVF,N,N,,N,X,N,N,N,N,N,,,11/29/2010,12/15/2020
2025Q1,GA0550003,22,07/18/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0550003,23,12/28/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0550003,24,04/25/2012,ST,CNST,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0550003,25,07/19/2010,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0550003,26,02/16/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0550003,27,03/01/2011,ST,CNST,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0550003,3,07/03/2003,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/15/2005,08/22/2006
2025Q1,GA0550003,31,09/03/2015,ST,TRTP,N,R,X,N,Z,R,M,M,N,X,X,Routine inspection of 2 plants.,11/19/2015,03/12/2020
2025Q1,GA0550003,32,07/05/2016,ST,SNSV,N,N,N,M,N,N,N,M,N,M,N,,11/23/2016,03/12/2020
2025Q1,GA0550003,33,05/22/2018,ST,TRTP,M,N,Z,N,M,N,Z,M,Z,X,X,,08/16/2018,06/17/2021
2025Q1,GA0550003,34,01/31/2019,ST,SNSV,M,N,N,N,R,N,N,M,M,M,N,,09/20/2019,09/28/2022
2025Q1,GA0550003,35,01/23/2020,ST,SSVF,R,X,X,X,Z,X,R,M,X,X,X,"According to the WTP Managers, the Lowe Spring Water Treatment Plant (Pressure Filter) section does not always have an operator on duty when the plant is in operation.  The Rules for Safe Drinking Water (Rules) 391-3-5-.14 Operation. Amended, states that &#8220;a supplier having a groundwater source under the direct influence of surface water must have a certified operator on duty and onsite at all times when the water plant is in operation, unless otherwise approved by the Division.&#8221; This was addressed during the sanitary survey as well.   This was addressed during the Sanitary Survey FY19, the water system is continuing to operate the Lowe Spring WTP without an operator being on duty. A Sanitary Survey Response Letter was received from the City of Summerville Manager, Janice Galloway on 04/24/2019, regarding this issue. Summerville Water System should begin to make efforts to correct this deficiency appropriately.",05/07/2020,12/21/2023
2025Q1,GA0550003,36,03/23/2022,ST,SNSV,M,N,N,R,Z,M,R,R,M,M,X,,12/20/2022,03/20/2025
2025Q1,GA0550003,4,07/08/2003,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/15/2005,08/22/2006
2025Q1,GA0550003,5,07/11/2003,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/15/2005,08/22/2006
2025Q1,GA0550003,7,05/04/2005,ST,SNSV,N,N,,N,X,N,N,R,R,R,,,11/15/2005,05/28/2008
2025Q1,GA0550003,8,10/04/2006,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/13/2007,11/16/2009
2025Q1,GA0550003,9,10/23/2007,ST,SNSV,R,R,,N,X,N,N,R,N,R,,,02/25/2008,11/29/2010
2025Q1,GA0550005,1,10/11/2002,ST,SNSV,X,X,,X,X,X,X,X,X,X,,92,11/15/2005,05/28/2008
2025Q1,GA0550005,2,04/07/2009,ST,SNSV,N,S,,X,X,N,N,N,R,S,,,08/20/2009,06/18/2018
2025Q1,GA0550006,1,05/27/2005,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA0550006,2,02/10/2009,ST,SNSV,N,N,,X,X,N,N,N,R,N,,,05/19/2009,03/21/2012
2025Q1,GA0550006,3,09/28/2009,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0550006,4,01/20/2015,ST,SNSV,N,R,N,N,X,N,N,N,N,N,X,No deficiency observed during the visit.,05/19/2015,03/12/2020
2025Q1,GA0550006,5,02/09/2018,ST,SNSV,N,R,N,N,Z,N,N,N,N,N,X,,05/04/2018,12/21/2023
2025Q1,GA0550006,7,08/15/2024,ST,SNSV,N,N,N,N,Z,N,N,M,N,N,X,,11/14/2024,03/20/2025
2025Q1,GA0550015,1,05/14/2015,ST,SNSV,Z,N,Z,Z,Z,N,N,N,N,N,Z,,08/24/2015,03/12/2020
2025Q1,GA0550049,1,05/27/2005,ST,SNSV,N,N,,N,X,S,M,X,X,N,,,11/15/2005,08/25/2008
2025Q1,GA0550049,2,02/10/2009,ST,SNSV,M,X,,X,X,N,N,N,X,N,,,05/19/2009,03/21/2012
2025Q1,GA0550049,3,02/10/2015,ST,SNSV,N,N,N,N,Z,N,S,N,X,N,X,"The following discrepancies were noted during the inspection and must be addressed by March 30, 2015:  The system lacks a routine system-flushing plan.  Following a repair or installation of a new distribution line, all new and repaired water lines and appurtenances must be disinfected, flushed, and pressure tested.  Samples must be collected and tested for satisfactory microbiological quality of the water, prior to placing new or repaired lines into service.  Condition number 10 of current permit requires the City to have a water conservation control plan on the file with the Division.  The Plan must be updated at intervals determined by the Director.  Please provide a copy of updated water conservation control plan.  Condition number 12 of current permit requires all water sources be metered.  The site visited dated February 10, 2015 confirmed that the emergency connection to the City of Summerville lacks a meter.",05/19/2015,03/12/2020
2025Q1,GA0550049,4,02/09/2018,ST,SNSV,N,N,N,N,Z,N,M,N,N,N,X,,05/04/2018,03/17/2021
2025Q1,GA0550049,5,08/05/2021,ST,SNSV,N,Z,N,N,Z,N,N,Z,N,N,X,,11/22/2021,12/18/2024
2025Q1,GA0550049,6,08/20/2024,ST,SNSV,M,N,N,N,Z,N,M,N,N,N,X,,11/14/2024,03/20/2025
2025Q1,GA0570000,3,07/06/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,03/12/2020
2025Q1,GA0570000,5,02/17/2016,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,05/13/2016,03/12/2020
2025Q1,GA0570000,6,03/19/2019,ST,SNSV,N,S,N,N,N,N,N,N,N,N,N,,05/21/2019,06/27/2022
2025Q1,GA0570000,7,08/29/2022,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,11/17/2022,03/20/2025
2025Q1,GA0570001,#1,01/25/2001,,TECH,,,,,,,,,,,,,03/09/2004,
2025Q1,GA0570001,#2,02/01/2001,,SNSV,,,,,,,,,,,,,03/09/2004,
2025Q1,GA0570001,1,01/25/2001,ST,TECH,X,X,,X,X,X,X,X,X,X,,,11/15/2005,08/22/2006
2025Q1,GA0570001,10,03/10/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,05/19/2009,06/18/2018
2025Q1,GA0570001,11,06/04/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/20/2009,06/18/2018
2025Q1,GA0570001,12,07/09/2009,ST,SITE,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0570001,13,08/20/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0570001,14,09/22/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,06/18/2018
2025Q1,GA0570001,2,02/01/2001,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/15/2005,02/25/2008
2025Q1,GA0570001,20,10/12/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/18/2011,06/18/2018
2025Q1,GA0570001,21,12/16/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/18/2011,06/18/2018
2025Q1,GA0570001,22,07/28/2010,ST,TECH,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0570001,23,03/17/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0570001,24,07/06/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0570001,27,10/11/2012,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/20/2013,06/18/2018
2025Q1,GA0570001,28,01/29/2013,ST,SNSV,Z,Z,Z,Z,Z,M,M,Z,Z,Z,Z,,08/19/2014,03/26/2024
2025Q1,GA0570001,29,03/18/2014,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/19/2014,03/12/2020
2025Q1,GA0570001,3,01/20/2004,SA,SNSV,N,N,,N,X,N,R,M,N,N,,74.5,11/15/2005,02/25/2008
2025Q1,GA0570001,31,12/02/2014,ST,SSVF,N,N,N,N,N,N,N,N,N,N,N,,05/19/2015,03/12/2020
2025Q1,GA0570001,32,02/03/2015,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,05/19/2015,03/12/2020
2025Q1,GA0570001,34,04/15/2015,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/24/2015,03/12/2020
2025Q1,GA0570001,37,02/29/2016,ST,SNSV,Z,M,M,Z,Z,M,Z,M,Z,Z,Z,,05/13/2016,03/12/2020
2025Q1,GA0570001,38,03/23/2017,ST,SITE,N,N,N,N,N,N,N,N,N,X,N,,05/26/2017,03/12/2020
2025Q1,GA0570001,39,02/05/2019,ST,SNSV,N,N,N,N,N,N,N,N,R,R,N,,05/21/2019,06/27/2022
2025Q1,GA0570001,40,02/18/2020,ST,SITE,N,N,N,N,Z,N,R,N,N,N,X,,06/17/2020,06/27/2023
2025Q1,GA0570001,41,04/26/2022,ST,SNSV,N,N,N,M,Z,N,N,N,R,N,X,,11/17/2022,03/20/2025
2025Q1,GA0570001,42,07/09/2024,ST,SITE,N,N,N,N,X,N,N,R,N,X,X,,11/14/2024,03/20/2025
2025Q1,GA0570001,5,01/29/2007,ST,SNSV,R,N,,R,X,R,R,R,R,R,,,05/18/2007,02/16/2010
2025Q1,GA0570001,6,12/27/2006,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,05/18/2007,02/16/2010
2025Q1,GA0570001,8,02/11/2008,ST,TRTP,R,R,,N,X,X,N,R,X,X,,,05/28/2008,02/18/2011
2025Q1,GA0570001,9,07/09/2008,ST,TRTP,X,R,,X,X,X,X,R,X,X,,,12/03/2008,08/18/2011
2025Q1,GA0570002,#1,08/21/2001,,SNSV,,,,,,,,,,,,,03/09/2004,
2025Q1,GA0570002,1,08/21/2001,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/15/2005,02/25/2008
2025Q1,GA0570002,10,07/09/2008,ST,TRTP,X,R,,X,X,X,X,R,N,X,,,12/03/2008,03/12/2020
2025Q1,GA0570002,11,03/10/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,05/19/2009,03/12/2020
2025Q1,GA0570002,12,06/04/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/20/2009,03/12/2020
2025Q1,GA0570002,13,07/08/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,03/12/2020
2025Q1,GA0570002,14,08/12/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,03/12/2020
2025Q1,GA0570002,15,09/23/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,11/16/2009,03/12/2020
2025Q1,GA0570002,18,10/04/2010,ST,SNSV,N,N,M,N,N,N,N,N,N,M,N,,02/18/2011,12/15/2020
2025Q1,GA0570002,24,09/18/2014,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,08/21/2012,09/19/2024
2025Q1,GA0510278,2,05/26/2015,ST,SNSV,N,N,N,X,Z,N,N,N,N,N,X,,08/24/2015,03/20/2025
2025Q1,GA0510281,1,09/26/2013,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,X,,02/22/2016,09/27/2023
2025Q1,GA0550003,28,10/21/2013,ST,SNSV,N,M,M,N,Z,N,M,M,M,M,Z,3 days to complete field inspections of 2 treatment plants and distribution.,02/22/2016,03/12/2020
2025Q1,GA0550003,29,12/27/2012,ST,INVG,M,Z,Z,Z,Z,R,Z,M,Z,Z,Z,plant visit to investigate treatment issue-turbidity excursion event.,02/22/2016,03/12/2020
2025Q1,GA0570000,4,02/20/2013,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA0570001,33,09/18/2014,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,03/12/2020
2025Q1,GA0570001,35,07/02/2013,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,03/12/2020
2025Q1,GA0570001,36,12/05/2012,ST,TRNG,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,03/12/2020
2025Q1,GA0510281,3,07/03/2023,ST,SNSV,N,R,N,N,N,N,N,R,N,N,N,,11/28/2023,03/20/2025
2025Q1,GA0530002,2,07/09/2013,ST,SNSV,Z,R,Z,Z,Z,Z,Z,M,R,R,Z,,12/10/2013,06/18/2018
2025Q1,GA0530002,5,10/18/2016,ST,SSVF,X,N,N,Z,Z,X,M,N,N,N,X,,03/09/2017,03/12/2020
2025Q1,GA0530004,#1,05/25/1999,,OTHR,,,,,,,,,,,,,10/29/1999,
2025Q1,GA0530005,#1,05/26/1999,,OTHR,,,,,,,,,,,,,10/29/1999,
2025Q1,GA0530005,1,02/04/2004,SA,SNSV,M,M,,X,X,X,M,M,X,X,,,11/15/2005,06/18/2018
2025Q1,GA0530007,1,02/04/2004,SA,SNSV,M,N,,N,X,N,M,M,N,N,,,11/15/2005,08/29/2007
2025Q1,GA0530009,1,02/04/2004,SA,SNSV,M,N,,N,X,N,M,M,N,M,,,11/15/2005,08/29/2007
2025Q1,GA0550001,1,10/25/2001,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/15/2005,02/25/2008
2025Q1,GA0550001,2,05/27/2005,ST,SNSV,N,N,,N,X,X,N,N,N,R,,,11/15/2005,08/25/2008
2025Q1,GA0530010,3,11/14/2023,ST,SNSV,N,R,N,Z,Z,N,R,R,N,N,X,,02/28/2024,03/20/2025
2025Q1,GA0530012,2,11/14/2023,ST,SNSV,N,R,N,Z,Z,N,R,N,R,N,X,,02/28/2024,03/20/2025
2025Q1,GA0550000,5,09/17/2021,ST,SNSV,M,N,N,N,Z,N,N,N,N,N,X,Facility was built prior to minimum standards and could use upgrades despite a working condition throughout the system. A plan to upgrade into minimum standards is needed.,11/22/2021,12/18/2024
2025Q1,GA0550006,6,08/05/2021,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,11/22/2021,12/18/2024
2025Q1,GA0550001,7,06/18/2024,ST,SNSV,N,N,M,N,Z,N,N,N,N,N,X,,08/12/2024,03/20/2025
2025Q1,GA0550002,8,08/09/2023,ST,LV1A,N,M,N,N,N,N,N,N,N,N,N,No issues found. Heavy rainfall occurred around the time of the positive which could have contributed to an effect on the water table leading to a positive sample.,11/28/2023,03/20/2025
2025Q1,GA0550002,9,02/21/2024,ST,SNSV,R,N,M,N,Z,N,N,M,N,N,X,,05/21/2024,03/20/2025
2025Q1,GA0550003,18,11/23/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/16/2010,06/18/2018
2025Q1,GA0570001,15,11/16/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/16/2010,06/18/2018
2025Q1,GA0570001,16,12/28/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/16/2010,06/18/2018
2025Q1,GA0570002,16,12/28/2009,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/16/2010,03/12/2020
2025Q1,GA0550003,19,01/19/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,05/18/2010,06/18/2018
2025Q1,GA0570001,17,01/25/2010,ST,SNSV,N,N,M,N,N,N,N,M,M,M,N,,05/18/2010,03/12/2020
2025Q1,GA0570001,18,02/24/2010,ST,RCDR,X,X,,X,X,X,X,X,X,X,,,05/18/2010,06/18/2018
2025Q1,GA0570002,17,03/17/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,05/18/2010,03/12/2020
2025Q1,GA0550003,20,04/19/2010,ST,SNSV,N,N,N,N,N,N,N,M,M,M,N,,08/27/2010,03/12/2020
2025Q1,GA0570000,2,04/13/2010,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,08/27/2010,03/12/2020
2025Q1,GA0570001,19,04/28/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,08/27/2010,06/18/2018
2025Q1,GA0550003,37,11/05/2024,ST,SNSV,M,N,N,R,Z,N,M,M,M,S,X,-No CCCP -Rotting baffles in flocculation basin -Weirs clogged in sed basins -Particle counters needs to be replaced -Needs two pumps for each chemical -Remove hypo from Fluoride shed -24-mesh needed on HSP ARVs -Label chemical tanks -No backflow testing at WTP in 2023 -Missing complaint logs -No filter evaluation records -Lightbulbs out -Overgrown vegetation in sludge ponds -No flushing program -No valve exercising/inspection program -Not enough staff at the WTP OR distribution -No leak detection program -Smooth-nosed sample taps at storage tanks -Damaged fence around storage tank,02/11/2025,03/20/2025
2025Q1,GA0550003,6,11/05/2003,ST,CNST,X,X,,X,X,X,X,X,X,X,,,11/15/2005,11/22/2006
2025Q1,GA0550015,2,12/02/2020,ST,SNSV,N,N,N,Z,Z,N,N,N,Z,N,X,Facility closed due to covid during inspection.,03/17/2021,03/26/2024
2025Q1,GA0570000,1,01/29/2002,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,08/29/2007,03/12/2020
2025Q1,GA0570001,25,09/06/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0570001,26,12/05/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,06/18/2018
2025Q1,GA0570002,21,08/05/2010,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,09/21/2020
2025Q1,GA0570002,22,03/17/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,03/17/2021
2025Q1,GA0570002,23,09/06/2011,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,08/21/2012,09/20/2021
2025Q1,GA0570001,7,09/19/2007,ST,SRCE,X,R,,X,X,X,X,R,R,R,,,11/16/2007,11/29/2010
2025Q1,GA0570002,19,12/16/2010,ST,TRTP,X,X,,X,X,X,X,X,X,X,,,02/18/2011,12/15/2020
2025Q1,GA0570002,2,12/16/2004,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/15/2005,06/18/2018
2025Q1,GA0570002,20,03/01/2012,ST,TRTP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,06/07/2012,03/17/2022
2025Q1,GA0570002,25,12/09/2013,ST,SNSV,N,N,N,N,N,N,N,M,N,M,N,,08/19/2014,12/21/2023
2025Q1,GA0570002,26,04/15/2015,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,08/24/2015,03/20/2025
2025Q1,GA0570002,27,07/27/2015,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,11/19/2015,03/20/2025
2025Q1,GA0570002,28,12/02/2014,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,12/18/2024
2025Q1,GA0570002,29,03/04/2013,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,03/28/2023
2025Q1,GA0570002,3,12/14/2005,ST,INFI,X,X,,X,X,X,X,X,X,X,,,02/16/2006,06/18/2018
2025Q1,GA0570002,30,03/05/2013,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,03/28/2023
2025Q1,GA0570002,31,07/29/2013,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,09/27/2023
2025Q1,GA0570002,32,06/05/2012,ST,TRTP,N,N,N,N,N,N,N,N,N,N,N,,02/22/2016,06/27/2022
2025Q1,GA0570002,33,12/21/2016,ST,SNSV,N,N,N,R,Z,N,N,N,M,N,X,,03/09/2017,03/20/2025
2025Q1,GA0570002,34,05/24/2018,ST,TRTP,N,N,N,N,Z,N,R,N,N,X,X,,08/16/2018,03/20/2025
2025Q1,GA0570002,4,12/14/2005,ST,CNST,X,X,,X,X,X,X,X,X,X,,,02/16/2006,06/18/2018
2025Q1,GA0570002,5,06/14/2006,ST,INFI,X,X,,X,X,X,X,X,X,X,,,08/22/2006,06/18/2018
2025Q1,GA0570002,6,06/19/2006,ST,CNST,X,X,,X,X,X,X,X,X,X,,,08/22/2006,06/18/2018
2025Q1,GA0570002,7,03/13/2006,ST,INFI,X,X,,X,X,X,X,X,X,X,,,08/22/2006,06/18/2018
2025Q1,GA0570002,8,12/05/2007,ST,SNSV,N,R,,N,X,N,N,R,R,R,,,02/25/2008,03/12/2020
2025Q1,GA0570003,1,10/10/2002,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,03/12/2020
2025Q1,GA0570003,2,03/21/2006,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,05/18/2006,03/12/2020
2025Q1,GA0570003,3,01/01/2008,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/26/2011,03/12/2020
2025Q1,GA0570003,4,06/02/2015,ST,SNSV,N,N,N,Z,X,N,N,Z,N,N,X,,08/24/2015,03/12/2020
2025Q1,GA0570003,5,05/02/2012,ST,SNSV,Z,N,N,N,X,Z,N,N,N,N,X,,05/13/2016,03/12/2020
2025Q1,GA0570003,6,06/19/2018,ST,SNSV,N,M,N,Z,Z,N,M,M,M,N,X,,08/16/2018,06/17/2021
2025Q1,GA0570003,8,05/20/2021,ST,SNSV,N,M,N,N,N,N,N,M,N,N,N,Fluoride is not stored separately Mesh screen needed for Well #7 drain pipe  ***Email confirmation received 8-19-21 Both deficiencies resolved.,08/09/2021,09/19/2024
2025Q1,GA0570003,9,04/25/2024,ST,SNSV,N,N,N,Z,Z,N,M,N,N,N,Z,,08/12/2024,03/20/2025
2025Q1,GA0570006,1,10/29/2002,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,08/29/2007,03/12/2020
2025Q1,GA0570006,2,03/20/2008,ST,SNSV,R,N,,N,X,N,N,N,N,R,,,08/25/2008,03/12/2020
2025Q1,GA0570006,3,01/10/2014,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/13/2016,03/12/2020
2025Q1,GA0570006,4,05/18/2017,ST,SNSV,N,S,N,N,Z,N,N,N,R,N,X,,09/06/2017,06/24/2020
2025Q1,GA0570006,6,03/29/2023,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/17/2023,03/20/2025
2025Q1,GA0570007,1,10/18/2002,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,08/29/2007,05/18/2010
2025Q1,GA0570007,2,06/24/2015,ST,SNSV,N,N,N,Z,Z,N,N,N,Z,N,Z,,08/24/2015,03/12/2020
2025Q1,GA0570007,3,06/12/2018,ST,SNSV,N,M,N,Z,Z,N,M,N,M,N,X,,08/16/2018,06/17/2021
2025Q1,GA0570017,1,06/15/2005,ST,SNSV,R,N,,N,X,S,R,R,R,R,,,11/15/2005,08/25/2008
2025Q1,GA0570017,2,06/22/2010,ST,SNSV,R,S,X,N,Z,N,M,S,N,N,X,,08/27/2010,03/12/2020
2025Q1,GA0570017,3,05/11/2015,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,08/24/2015,03/12/2020
2025Q1,GA0570023,1,10/27/1998,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,11/15/2005,03/12/2020
2025Q1,GA0570023,2,11/27/2007,ST,SNSV,N,N,,M,X,S,M,N,M,N,,,02/25/2008,03/12/2020
2025Q1,GA0570023,3,01/09/2008,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/26/2011,03/12/2020
2025Q1,GA0570023,4,12/10/2010,ST,SNSV,N,N,N,N,X,N,N,Z,N,N,X,,05/13/2016,03/12/2020
2025Q1,GA0570023,5,06/11/2014,ST,SNSV,N,N,N,N,X,N,N,Z,Z,N,X,,05/13/2016,03/12/2020
2025Q1,GA0570023,6,05/24/2017,ST,SNSV,M,N,N,R,Z,N,M,Z,M,N,X,,09/06/2017,06/24/2020
2025Q1,GA0570023,8,02/13/2023,ST,SNSV,N,N,N,M,Z,N,M,N,N,M,X,,05/17/2023,03/20/2025
2025Q1,GA0570024,#1,04/19/2002,,SNSV,,,,,,,,,,,,,03/09/2004,
2025Q1,GA0570024,3,11/21/2008,ST,SNSV,R,N,,N,X,N,M,N,N,N,,,03/13/2009,03/21/2012
2025Q1,GA0570024,4,12/02/2014,ST,SNSV,N,M,N,N,N,N,N,Z,N,M,X,,02/16/2015,03/17/2021
2025Q1,GA0570024,6,03/02/2021,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,05/14/2021,03/26/2024
2025Q1,GA0570024,7,03/27/2024,ST,SNSV,N,N,N,N,Z,N,N,Z,M,N,Z,,05/21/2024,03/20/2025
2025Q1,GA0570026,1,05/18/2006,ST,SNSV,N,N,,N,X,N,N,M,R,N,,,08/22/2006,05/19/2009
2025Q1,GA0570026,2,03/19/2015,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,No violation observed during the visit. Just needed to update flushing and emergency operation documents.,05/19/2015,03/12/2020
2025Q1,GA0570048,1,04/23/2009,ST,SNSV,N,N,N,Z,N,N,N,N,Z,N,X,,05/13/2016,03/12/2020
2025Q1,GA0570048,2,01/23/2014,ST,SNSV,N,R,N,Z,X,N,N,N,Z,N,X,,05/13/2016,03/12/2020
2025Q1,GA0570048,3,01/17/2019,ST,SNSV,N,N,N,Z,Z,N,N,M,N,N,X,,05/21/2019,03/17/2022
2025Q1,GA0570048,4,03/09/2021,ST,LV1A,N,N,N,N,N,N,N,N,N,N,N,,05/14/2021,06/20/2024
2025Q1,GA0570048,5,08/26/2021,ST,LV1A,M,N,N,N,N,N,N,N,N,N,N,inadequate tap flushing,11/22/2021,12/18/2024
2025Q1,GA0570048,6,02/14/2024,ST,SNSV,N,N,N,N,Z,N,M,N,M,N,Z,,05/21/2024,03/20/2025
2025Q1,GA0570070,2,06/13/2013,ST,SNSV,N,N,N,Z,X,N,N,N,Z,N,X,,11/23/2016,03/12/2020
2025Q1,GA0570070,3,03/05/2009,ST,SNSV,N,N,N,Z,X,N,N,N,Z,N,X,,11/23/2016,03/12/2020
2025Q1,GA0570075,2,01/01/2008,ST,SNSV,X,X,,X,X,X,X,X,X,X,,,05/26/2011,03/12/2020
